;Zummi;Gruffi;Grammi;Tummi;Sunni;Cubbi;Sir Thornberry;Gusto;Chummi;Sir Gallant
966;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Widzial;Widział
967;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział
968;Widział;Widział;Widział;Nie Widział;Nie Widział;Widzial;Widział;Widział;Nie Widział;Nie Widział
969;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Widział;Widział;Widzial
970;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział
971;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział
972;Widział;Nie Widział;Nie Widział;tak;Widział;Nie Widział;Nie Widział;nie widzial;Widział;Widział
973;nan;Widział;Nie Widział;Widział;Widział;Widział;Nie Widział;tak;Nie Widział;Widział
974;Nie Widział;Nie Widział;Widział;Widział;Widział;Widział;Widzial;Widział;Nie Widział;Widział
975;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział
976;Nie Widział;Widzial;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;Widział;Nie Widział
977;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widzial;Nie Widział
978;Widział;Nie Widział;Nie Widział;nan;Widział;Nie Widział;Widział;nan;Widział;Widzial
979;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział
980;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Widział;Widział;Nie Widział;Widział
981;Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Widział;Widział
982;Widział;Nie Widział;nie widzial;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział
983;Widzial;Widzial;Widział;Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Widział
984;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział
985;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widzial;Nie Widział;Nie Widział;Nie Widział;nie widzial
986;Nie Widział;Nie Widział;Widział;Nie Widział;tak;nie widzial;Nie Widział;Widział;Nie Widział;Nie Widział
987;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Widzial;Nie Widział;Nie Widział
988;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;nie widzial;Nie Widział;Nie Widział
989;Widział;Widział;Nie Widział;Widział;Widział;Widział;Widzial;Nie Widział;Widział;Widział
990;Nie Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział
991;Nie Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Widział
992;Nie Widział;Widział;Widział;Widział;Widział;Widział;Nie Widział;Widział;Nie Widział;Widział
993;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Widział
994;Widział;Nie Widział;Widział;Nie Widział;Widział;Widział;Widział;Nie Widział;Nie Widział;Widział
995;Widział;Nie Widział;Widział;Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział
996;Widział;Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Widział;Nie Widział;Nie Widział
997;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Widział;Nie Widział;Nie Widział;Widział;Nie Widział
998;Nie Widział;Widział;Widział;Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział;Nie Widział
999;Nie Widział;Nie Widział;Widział;Widział;Widział;Widział;Widział;Widział;Nie Widział;Widział
